case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
1171,Completed-Closed,Marilyn,2012/05/10 04:16:00.000,High,au,Org line B,A2_1,PROD790,Australia
1423,Accepted-In Progress,Joris,2012/05/03 16:24:57.000,High,0,Org line A2,A2_4,PROD604,Belgium
1423,Completed-Closed,Joris,2012/05/03 16:34:02.000,High,0,Org line A2,A2_4,PROD604,Belgium
174,Accepted-In Progress,�sa,2010/10/29 11:39:08.000,Medium,se,Org line C,C_6,PROD660,Sweden
174,Queued-Awaiting Assignment,�sa,2010/10/29 11:44:24.000,Medium,se,Org line C,C_6,PROD660,Sweden
174,Accepted-In Progress,Jonas,2010/11/01 08:37:07.000,Medium,se,Org line C,C_6,PROD660,Sweden
174,Queued-Awaiting Assignment,Anna,2010/11/01 11:00:46.000,Medium,se,Org line C,E_7,PROD660,Sweden
174,Accepted-In Progress,Anna,2011/09/08 11:19:39.000,Medium,se,Org line C,E_7,PROD660,Sweden
174,Accepted-Wait,Anna,2011/09/08 11:19:45.000,Medium,se,Org line C,E_7,PROD660,Sweden
174,Accepted-In Progress,Anna,2012/02/01 14:00:34.000,Medium,se,Org line C,E_7,PROD660,Sweden
174,Completed-Closed,Anna,2012/02/01 14:00:54.000,Medium,se,Org line C,E_7,PROD660,Sweden
889,Accepted-In Progress,Ian,2012/01/13 12:26:50.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
889,Accepted-Assigned,Ian,2012/01/13 12:30:57.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
889,Accepted-In Progress,Tomasz,2012/02/01 12:00:33.000,Medium,gb,Org line A2,A2_1,PROD236,POLAND
889,Accepted-Assigned,Ian,2012/02/01 12:53:18.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
889,Accepted-In Progress,Tomasz,2012/02/02 12:20:48.000,Medium,gb,Org line A2,A2_1,PROD236,POLAND
889,Completed-Closed,Tomasz,2012/02/02 12:22:16.000,Medium,gb,Org line A2,A2_1,PROD236,POLAND
833,Accepted-In Progress,Kjell,2012/01/04 12:36:18.000,Medium,se,Org line C,V3_1,PROD631,Sweden
833,Completed-Closed,Kjell,2012/01/04 12:53:35.000,Medium,se,Org line C,V3_1,PROD631,Sweden
99,Accepted-In Progress,Carolyn,2010/05/24 14:32:13.000,Medium,us,Org line G3,,PROD96,USA
99,Queued-Awaiting Assignment,Carolyn,2010/05/24 14:44:34.000,Medium,us,Org line G3,,PROD96,USA
99,Accepted-In Progress,Naga,2010/05/25 03:30:49.000,Medium,us,Org line G3,,PROD96,Sweden
99,Accepted-Assigned,Carolyn,2010/05/25 03:33:22.000,Medium,us,Org line G3,,PROD96,USA
99,Accepted-In Progress,Ewa,2012/02/03 08:42:20.000,Medium,us,Org line G3,,PROD96,POLAND
99,Completed-Closed,Ewa,2012/02/03 09:13:07.000,Medium,us,Org line G3,,PROD96,POLAND
1062,Accepted-In Progress,Erik,2012/02/14 10:46:27.000,Medium,se,Org line G4,,PROD176,Sweden
1062,Completed-Closed,Erik,2012/02/14 15:19:06.000,Medium,se,Org line G4,,PROD176,Sweden
462,Accepted-In Progress,Ian,2011/08/29 18:33:51.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
462,Accepted-Assigned,Ian,2011/08/29 18:38:53.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
462,Accepted-In Progress,Ian,2011/09/09 13:16:42.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
462,Accepted-Wait,Ian,2011/09/21 11:38:15.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
462,Accepted-In Progress,Andrew,2012/05/04 17:00:08.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
462,Completed-Closed,Andrew,2012/05/04 17:00:25.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
393,Accepted-In Progress,Jonas,2011/07/05 11:24:39.000,High,in,Org line C,E_8,PROD473,Sweden
393,Completed-Closed,Jonas,2012/05/15 15:57:12.000,High,in,Org line C,E_8,PROD473,Sweden
559,Accepted-In Progress,Michael,2011/10/11 17:05:35.000,Low,se,Org line C,E_10,PROD412,Sweden
559,Completed-Closed,Michael,2012/02/01 10:03:47.000,Low,se,Org line C,E_10,PROD412,Sweden
2262,Accepted-In Progress,Peter,2012/06/12 12:19:13.000,High,se,Org line C,E_7,PROD673,Sweden
2262,Queued-Awaiting Assignment,Peter,2012/06/12 12:21:08.000,High,se,Org line C,E_7,PROD673,Sweden
2262,Queued-Awaiting Assignment,Sten,2012/06/14 08:17:55.000,High,se,Org line C,E_6,PROD673,Sweden
2037,Accepted-In Progress,Ann-Charlotte,2012/05/15 15:39:29.000,Low,se,Org line A2,A2_3,PROD368,Sweden
2237,Accepted-In Progress,Peter,2012/06/07 18:07:28.000,Major,se,Org line C,E_7,PROD673,Sweden
2093,Accepted-Assigned,Ian,2012/05/22 12:24:05.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
2093,Accepted-Wait,Ian,2012/05/22 12:24:30.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1241,Accepted-In Progress,Kymaria,2012/03/16 14:27:31.000,Medium,us,Org line C,V3_3,PROD209,USA
1241,Completed-Closed,Kymaria,2012/03/23 18:42:08.000,Medium,us,Org line C,V3_3,PROD209,USA
305,Accepted-In Progress,Carolyn,2011/04/19 09:09:38.000,Medium,us,Org line G3,,PROD98,USA
305,Queued-Awaiting Assignment,Carolyn,2011/04/19 09:14:20.000,Medium,us,Org line G3,,PROD98,USA
305,Accepted-In Progress,Padmanabha,2011/04/19 11:45:54.000,Medium,us,Org line G3,,PROD98,Sweden
305,Accepted-Assigned,Carolyn,2011/04/19 11:46:02.000,Medium,us,Org line G3,,PROD98,USA
305,Accepted-In Progress,Ewa,2012/01/13 12:27:01.000,Medium,us,Org line G3,,PROD98,POLAND
305,Completed-Closed,Ewa,2012/01/13 12:27:18.000,Medium,us,Org line G3,,PROD98,POLAND
160,Accepted-In Progress,Peter,2010/10/01 14:31:57.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Queued-Awaiting Assignment,Peter,2010/10/01 14:46:40.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Accepted-In Progress,Peter,2010/10/01 15:12:48.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Accepted-Wait,Peter,2010/10/26 10:58:39.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Accepted-Assigned,Stefan,2010/11/30 10:34:09.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Accepted-In Progress,Peter,2011/02/28 09:56:55.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Accepted-Wait,Peter,2011/04/04 15:36:41.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Accepted-In Progress,Kenneth,2011/06/17 11:16:19.000,Medium,se,Org line C,C_6,PROD660,Sweden
160,Completed-Closed,Kenneth,2012/01/04 12:33:27.000,Medium,se,Org line C,C_6,PROD660,Sweden
632,Accepted-In Progress,Sandra,2011/11/03 09:48:02.000,Low,fr,Org line C,,PROD696,USA
632,Queued-Awaiting Assignment,Sandra,2011/12/07 15:01:12.000,Low,fr,Org line C,,PROD696,USA
632,Accepted-In Progress,Andrzej,2011/12/07 15:01:20.000,Low,fr,Org line A2,A2_2,PROD696,POLAND
632,Queued-Awaiting Assignment,Cyril,2011/12/07 15:04:17.000,Low,fr,Org line C,E_6,PROD696,France
632,Accepted-In Progress,Cyril,2012/01/10 16:27:44.000,Low,fr,Org line C,E_6,PROD696,France
632,Completed-Closed,Cyril,2012/01/10 16:29:11.000,Low,fr,Org line C,E_6,PROD696,France
721,Accepted-In Progress,Ewa,2011/12/02 12:09:21.000,Medium,us,Org line G3,,PROD97,POLAND
721,Completed-Closed,Ewa,2012/01/03 11:10:20.000,Medium,us,Org line G3,,PROD97,POLAND
947,Accepted-In Progress,Ewa,2012/01/25 14:58:10.000,Medium,us,Org line G3,,PROD96,POLAND
947,Completed-Closed,Ewa,2012/01/25 15:00:59.000,Medium,us,Org line G3,,PROD96,POLAND
970,Accepted-In Progress,Swaroopa,2012/01/31 04:57:44.000,Low,us,Org line C,E_1,PROD433,INDIA
970,Completed-Closed,Swaroopa,2012/04/11 13:05:18.000,Low,us,Org line C,E_1,PROD433,INDIA
1119,Accepted-In Progress,Vikash,2012/02/23 20:02:43.000,Major,in,Org line C,E_10,PROD805,Sweden
1119,Completed-Closed,Vikash,2012/02/29 17:00:26.000,Major,in,Org line C,E_10,PROD805,Sweden
728,Accepted-In Progress,Jenny,2011/12/05 08:02:18.000,Medium,se,Org line A2,A2_3,PROD676,Sweden
728,Queued-Awaiting Assignment,Jenny,2011/12/05 08:16:34.000,Medium,se,Org line A2,A2_3,PROD676,Sweden
728,Accepted-In Progress,Jenny,2011/12/07 14:46:02.000,Medium,se,Org line A2,A2_3,PROD676,Sweden
728,Queued-Awaiting Assignment,Rajesh Kumar,2011/12/07 14:46:27.000,Medium,se,Org line C,E_7,PROD676,INDIA
728,Accepted-In Progress,Rajesh Kumar,2011/12/08 11:49:24.000,Medium,se,Org line C,E_7,PROD676,INDIA
728,Accepted-In Progress,Stefan,2011/12/14 10:19:07.000,Medium,se,Org line C,,PROD676,Sweden
728,Queued-Awaiting Assignment,Daniel,2011/12/29 08:18:06.000,Medium,se,Org line C,E_10,PROD676,Sweden
728,Accepted-In Progress,Daniel,2011/12/29 12:25:56.000,Medium,se,Org line C,E_10,PROD676,Sweden
728,Accepted-Wait,Daniel,2011/12/29 12:27:52.000,Medium,se,Org line C,E_10,PROD676,Sweden
728,Completed-Closed,Daniel,2012/01/16 16:31:20.000,Medium,se,Org line C,E_10,PROD676,Sweden
917,Accepted-In Progress,Ashutosh,2012/01/19 13:38:14.000,Low,in,Org line C,E_7,PROD674,INDIA
917,Completed-Closed,Ashutosh,2012/01/23 08:25:04.000,Low,in,Org line C,E_7,PROD674,INDIA
1648,Accepted-In Progress,Olle,2011/10/06 11:02:06.000,Medium,se,Org line C,E_2,PROD327,Sweden
1648,Completed-Closed,Olle,2012/02/08 11:01:57.000,Medium,se,Org line C,E_2,PROD327,Sweden
1210,Accepted-In Progress,Steve,2012/03/12 12:47:22.000,Medium,se,Org line C,E_10,PROD646,Belgium
1210,Completed-Closed,Steve,2012/04/25 14:06:39.000,Medium,se,Org line C,E_10,PROD646,Belgium
1568,Accepted-In Progress,Per,2011/02/04 14:21:41.000,High,se,Org line G4,,PROD374,Sweden
1568,Accepted-Wait,Per,2011/03/13 13:11:06.000,High,se,Org line G4,,PROD374,Sweden
1568,Completed-Closed,Per,2012/02/29 14:27:21.000,High,se,Org line G4,,PROD374,Sweden
2150,Accepted-In Progress,Wim,2012/05/25 17:02:19.000,Medium,us,Org line D,D_2,PROD618,Belgium
2150,Queued-Awaiting Assignment,Wim,2012/05/25 17:14:45.000,Medium,us,Org line D,D_2,PROD618,Belgium
2291,Accepted-In Progress,Pankaj,2012/06/14 12:16:48.000,Medium,in,Org line C,E_10,PROD802,Sweden
2291,Accepted-Wait,Pankaj,2012/06/14 13:08:25.000,Medium,in,Org line C,E_10,PROD802,Sweden
479,Accepted-In Progress,Kristijan,2011/09/05 16:04:11.000,Medium,0,Org line C,C_6,PROD100,Sweden
479,Accepted-Wait,Kristijan,2011/09/05 16:12:02.000,Medium,0,Org line C,C_6,PROD100,Sweden
479,Completed-Closed,Kristijan,2012/01/10 08:38:14.000,Medium,0,Org line C,C_6,PROD100,Sweden
166,Accepted-In Progress,Carolyn,2010/10/13 15:25:40.000,Medium,us,Org line G3,,PROD98,USA
166,Queued-Awaiting Assignment,Carolyn,2010/10/13 15:27:43.000,Medium,us,Org line G3,,PROD98,USA
166,Accepted-In Progress,Kannan,2010/10/13 16:07:09.000,Medium,us,Org line G3,,PROD98,Sweden
166,Accepted-Assigned,Carolyn,2010/10/13 16:07:14.000,Medium,us,Org line G3,,PROD98,USA
166,Accepted-In Progress,Ewa,2012/02/04 10:50:38.000,Medium,us,Org line G3,,PROD98,POLAND
166,Completed-Closed,Ewa,2012/02/04 10:53:53.000,Medium,us,Org line G3,,PROD98,POLAND
1420,Queued-Awaiting Assignment,Peter,2012/05/02 17:57:16.000,Major,fr,Org line C,E_1,PROD816,Belgium
1420,Accepted-In Progress,Raphael,2012/05/02 17:57:39.000,Major,fr,Org line C,C_1,PROD816,France
1420,Accepted-In Progress,Celine,2012/05/02 18:04:21.000,Major,fr,Org line C,V3_3,PROD816,France
1420,Completed-Closed,Celine,2012/05/25 18:42:22.000,Major,fr,Org line C,V3_3,PROD816,France
941,Accepted-In Progress,Agoritsa,2012/01/25 08:00:42.000,Low,se,Org line A2,A2_3,PROD484,Sweden
941,Completed-Closed,Agoritsa,2012/02/29 10:59:07.000,Low,se,Org line A2,A2_3,PROD484,Sweden
439,Accepted-In Progress,Craig,2011/08/13 17:56:32.000,Low,se,Org line F,,PROD153,Sweden
439,Queued-Awaiting Assignment,Craig,2011/08/13 18:00:02.000,Low,se,Org line F,,PROD153,Sweden
439,Accepted-In Progress,Johan,2011/09/13 10:58:21.000,Low,se,Org line F,,PROD153,Sweden
439,Accepted-Wait,Johan,2012/01/04 12:25:03.000,Low,se,Org line F,,PROD153,Sweden
439,Completed-Closed,Johan,2012/01/04 12:25:52.000,Low,se,Org line F,,PROD153,Sweden
1136,Accepted-In Progress,Hans-Erik,2012/02/28 08:25:28.000,High,be,Org line C,E_3,PROD379,Sweden
1136,Completed-Closed,Hans-Erik,2012/03/05 09:50:25.000,High,be,Org line C,E_3,PROD379,Sweden
1136,Accepted-In Progress,Hans-Erik,2012/03/19 15:34:27.000,High,be,Org line C,E_3,PROD379,Sweden
1136,Completed-Closed,Hans-Erik,2012/03/19 15:35:47.000,High,be,Org line C,E_3,PROD379,Sweden
611,Accepted-In Progress,Tomas,2011/10/27 15:32:18.000,Medium,se,Org line C,C_6,PROD660,Sweden
611,Accepted-In Progress,Tomas,2011/10/27 15:33:37.000,Medium,se,Org line C,C_6,PROD660,Sweden
611,Completed-Closed,Tomas,2012/01/30 13:42:26.000,Medium,se,Org line C,C_6,PROD660,Sweden
723,Queued-Awaiting Assignment,S,2011/12/02 13:20:26.000,Medium,fr,Org line C,E_10,PROD13,INDIA
723,Accepted-In Progress,Shamal,2011/12/02 13:46:56.000,Medium,fr,Org line C,E_5,PROD13,INDIA
723,Queued-Awaiting Assignment,Olivier,2011/12/02 13:57:32.000,Medium,fr,Org line C,C_6,PROD13,France
723,Accepted-In Progress,Steven,2011/12/22 14:52:12.000,Medium,fr,Org line C,C_6,PROD13,Belgium
723,Accepted-Wait,Steven,2012/02/20 15:42:32.000,Medium,fr,Org line C,C_6,PROD13,Belgium
723,Accepted-Wait,Steven,2012/02/21 09:17:23.000,Medium,fr,Org line C,C_6,PROD13,Belgium
723,Completed-Closed,Steven,2012/05/29 14:22:20.000,Medium,fr,Org line C,C_6,PROD13,Belgium
170,Accepted-In Progress,Carolyn,2010/10/19 18:24:16.000,Medium,us,Org line G3,,PROD97,USA
170,Queued-Awaiting Assignment,Carolyn,2010/10/19 18:28:44.000,Medium,us,Org line G3,,PROD97,USA
170,Accepted-In Progress,Kannan,2010/10/20 17:19:49.000,Medium,us,Org line G3,,PROD97,Sweden
170,Accepted-Assigned,Carolyn,2010/10/20 17:20:10.000,Medium,us,Org line G3,,PROD97,USA
170,Accepted-In Progress,Ewa,2012/02/04 11:12:14.000,Medium,us,Org line G3,,PROD97,POLAND
170,Completed-Closed,Ewa,2012/02/04 12:30:55.000,Medium,us,Org line G3,,PROD97,POLAND
570,Accepted-In Progress,Maria,2011/10/14 10:39:18.000,Medium,se,Org line V2,,PROD615,Sweden
570,Completed-Closed,Maria,2012/03/16 12:42:52.000,Medium,se,Org line V2,,PROD615,Sweden
3,Accepted-In Progress,Tomas,2007/03/20 09:06:25.000,Medium,cn,Org line A2,A2_2,PROD753,Sweden
3,Accepted-Wait,Tomas,2009/12/02 14:24:31.000,Medium,cn,Org line A2,A2_2,PROD753,Sweden
3,Accepted-In Progress,Tomas,2011/09/03 07:10:53.000,Medium,cn,Org line A2,A2_2,PROD753,Sweden
3,Accepted-In Progress,Carrie,2012/01/18 08:52:41.000,Medium,cn,Org line A2,A2_2,PROD753,China
3,Completed-Closed,Carrie,2012/01/18 08:52:43.000,Medium,cn,Org line A2,A2_2,PROD753,China
353,Accepted-Wait,Martin,2011/05/27 18:13:49.000,Major,se,Org line C,C_3,PROD348,Sweden
353,Queued-Awaiting Assignment,Martin,2011/05/27 18:24:20.000,Major,se,Org line C,C_3,PROD348,Sweden
353,Accepted-In Progress,Martin,2012/04/04 15:42:22.000,Major,se,Org line C,C_3,PROD348,Sweden
353,Accepted-In Progress,Jason,2012/04/04 16:36:34.000,Major,se,Org line C,C_3,PROD348,USA
353,Completed-Closed,Jason,2012/04/04 16:50:44.000,Major,se,Org line C,C_3,PROD348,USA
2232,Accepted-In Progress,Ian,2012/06/06 16:59:53.000,High,gb,Org line A2,A2_1,PROD236,United Kingdom
2232,Accepted-Assigned,Ian,2012/06/14 09:38:36.000,High,gb,Org line A2,A2_1,PROD236,United Kingdom
430,Accepted-In Progress,Peter,2011/08/09 16:42:56.000,Medium,se,Org line G4,,PROD286,Sweden
430,Completed-Closed,Peter,2012/01/03 16:00:22.000,Medium,se,Org line G4,,PROD286,Sweden
1466,Accepted-In Progress,Ewa,2012/05/18 12:29:44.000,Medium,us,Org line G3,,PROD97,POLAND
1466,Completed-Closed,Ewa,2012/05/18 12:32:34.000,Medium,us,Org line G3,,PROD97,POLAND
1945,Accepted-In Progress,Peter,2012/05/02 15:34:54.000,Medium,be,Org line C,E_1,PROD745,Belgium
1945,Queued-Awaiting Assignment,Peter,2012/05/02 15:36:26.000,Medium,be,Org line C,E_1,PROD745,Belgium
1945,Accepted-Assigned,Marie,2012/06/05 11:12:30.000,Medium,be,Org line C,E_1,PROD745,Sweden
1478,Accepted-In Progress,Ewa,2012/05/24 15:59:11.000,Medium,us,Org line G3,,PROD98,POLAND
1478,Completed-Closed,Ewa,2012/05/24 16:00:55.000,Medium,us,Org line G3,,PROD98,POLAND
2257,Queued-Awaiting Assignment,Craig,2012/06/11 23:06:30.000,High,se,Org line F,,PROD417,Sweden
2257,Accepted-In Progress,Stefan,2012/06/12 12:39:59.000,High,se,Org line F,,PROD417,Sweden
2257,Accepted-Assigned,William,2012/06/12 12:41:31.000,High,se,Org line F,,PROD417,Sweden
2257,Accepted-Assigned,Milos,2012/06/12 12:51:38.000,High,se,Org line F,,PROD417,Sweden
1169,Accepted-In Progress,Aparna,2012/03/05 16:45:27.000,Medium,se,Org line A2,A2_4,PROD337,Sweden
1169,Completed-Closed,Aparna,2012/03/26 18:35:33.000,Medium,se,Org line A2,A2_4,PROD337,Sweden
1218,Accepted-In Progress,Ryouhei,2012/03/13 16:35:26.000,Major,jp,Org line C,E_10,PROD408,Japan
1218,Accepted-Wait,Ryouhei,2012/03/13 16:37:53.000,Major,jp,Org line C,E_10,PROD408,Japan
1218,Completed-Closed,Ryouhei,2012/04/10 04:48:53.000,Major,jp,Org line C,E_10,PROD408,Japan
1715,Accepted-In Progress,Michel,2011/12/13 11:27:52.000,High,fr,Org line C,,PROD424,France
1715,Completed-Closed,Michel,2012/01/24 09:29:10.000,High,fr,Org line C,,PROD424,France
520,Queued-Awaiting Assignment,Amit,2011/09/26 12:40:54.000,Medium,us,Org line C,E_5,PROD348,INDIA
520,Accepted-In Progress,Siddarth,2011/09/29 12:28:27.000,Medium,us,Org line C,E_5,PROD348,INDIA
520,Queued-Awaiting Assignment,Robert,2011/09/29 13:32:15.000,Medium,us,Org line C,E_4,PROD348,USA
520,Accepted-In Progress,Ravi,2011/10/04 10:26:26.000,Medium,us,Org line C,E_4,PROD348,INDIA
520,Accepted-Wait,Ravi,2011/10/04 10:26:57.000,Medium,us,Org line C,E_4,PROD348,INDIA
520,Accepted-In Progress,Ravi,2012/01/03 11:54:12.000,Medium,us,Org line C,E_4,PROD348,INDIA
520,Accepted-Wait,Ravi,2012/01/03 11:58:57.000,Medium,us,Org line C,E_4,PROD348,INDIA
520,Accepted-In Progress,Ravi,2012/01/18 12:04:44.000,Medium,us,Org line C,E_4,PROD348,INDIA
