case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5
case-6944,T10 Determine necessity to stop indication - complete,Value15,2011/04/28 14:01:27.029,Value1,Value1,Value4,Value11,Value1
case-7131,Confirmation of receipt - complete,Value29,2011/05/02 10:58:18.808,Value1,Value1,Value4,Value3,Value3
case-7131,T02 Check confirmation of receipt - complete,Value29,2011/05/02 10:58:33.361,Value1,Value1,Value4,Value3,Value2
case-7131,T04 Determine confirmation of receipt - complete,Value29,2011/05/02 10:58:52.488,Value1,Value1,Value4,Value3,Value4
case-7131,T05 Print and send confirmation of receipt - complete,Value29,2011/05/02 10:59:03.746,Value1,Value1,Value4,Value3,Value5
case-7131,T06 Determine necessity of stop advice - complete,Value29,2011/05/02 10:59:23.436,Value1,Value1,Value4,Value3,Value1
case-7131,T10 Determine necessity to stop indication - complete,Value15,2011/05/13 09:51:07.145,Value1,Value1,Value4,Value3,Value1
case-11399,Confirmation of receipt - complete,Value21,2012/01/12 11:11:27.976,Value1,Value1,Value7,Value25,Value1
case-11399,T06 Determine necessity of stop advice - complete,Value30,2012/01/12 11:18:08.932,Value1,Value1,Value7,Value25,Value1
case-11399,T02 Check confirmation of receipt - complete,Value30,2012/01/12 11:18:48.350,Value1,Value1,Value7,Value25,Value2
case-11399,T04 Determine confirmation of receipt - complete,Value30,2012/01/12 11:19:40.782,Value1,Value1,Value7,Value25,Value3
case-11399,T05 Print and send confirmation of receipt - complete,Value30,2012/01/12 11:20:20.992,Value1,Value1,Value7,Value25,Value5
case-11399,T10 Determine necessity to stop indication - complete,Value30,2012/01/12 11:21:00.074,Value1,Value1,Value7,Value25,Value1
case-11399,T16 Report reasons to hold request - complete,Value30,2012/01/12 11:25:33.823,Value1,Value1,Value7,Value25,Value1
case-11399,T17 Check report Y to stop indication - complete,Value30,2012/01/12 11:26:15.750,Value1,Value1,Value7,Value25,Value2
case-11399,T19 Determine report Y to stop indication - complete,Value30,2012/01/12 11:26:54.747,Value1,Value1,Value7,Value25,Value4
case-11399,T20 Print report Y to stop indication - complete,Value30,2012/01/12 11:27:40.453,Value1,Value1,Value7,Value25,Value5
case-6146,Confirmation of receipt - complete,Value7,2011/03/01 15:14:59.796,Value1,Value1,Value4,Value6,Value3
case-6146,T02 Check confirmation of receipt - complete,Value7,2011/03/01 15:15:30.500,Value1,Value1,Value4,Value6,Value2
case-6146,T06 Determine necessity of stop advice - complete,Value7,2011/03/01 15:16:25.593,Value1,Value1,Value4,Value6,Value1
case-6146,T10 Determine necessity to stop indication - complete,Value7,2011/03/01 15:17:22.287,Value1,Value1,Value4,Value6,Value1
case-6146,T04 Determine confirmation of receipt - complete,Value2,2011/03/02 08:58:58.804,Value1,Value1,Value4,Value6,Value4
case-6146,T05 Print and send confirmation of receipt - complete,Value12,2011/03/02 14:27:46.341,Value1,Value1,Value4,Value6,Value5
case-8550,Confirmation of receipt - complete,Value21,2011/07/13 10:50:42.053,Value1,Value1,Value2,Value6,Value1
case-8550,T02 Check confirmation of receipt - complete,Value7,2011/09/23 11:27:41.537,Value1,Value1,Value2,Value6,Value3
case-8550,T04 Determine confirmation of receipt - complete,Value7,2011/09/23 11:28:22.149,Value1,Value1,Value2,Value6,Value4
case-8550,T05 Print and send confirmation of receipt - complete,Value7,2011/09/23 11:30:00.495,Value1,Value1,Value2,Value6,Value5
case-8550,T06 Determine necessity of stop advice - complete,Value7,2011/09/23 11:30:38.375,Value1,Value1,Value2,Value6,Value3
case-8550,T10 Determine necessity to stop indication - complete,Value7,2011/09/23 11:31:25.937,Value1,Value1,Value2,Value6,Value1
case-4144,Confirmation of receipt - complete,Value15,2010/12/10 12:09:40.789,Value1,Value1,Value4,Value24,Value3
case-4144,T06 Determine necessity of stop advice - complete,Value15,2010/12/10 12:10:20.113,Value1,Value1,Value4,Value24,Value1
case-4144,T10 Determine necessity to stop indication - complete,Value15,2010/12/10 12:13:38.826,Value1,Value1,Value4,Value24,Value1
case-4144,T02 Check confirmation of receipt - complete,Value34,2010/12/10 12:57:20.976,Value1,Value1,Value4,Value24,Value3
case-4144,T04 Determine confirmation of receipt - complete,Value31,2010/12/10 13:45:13.774,Value1,Value1,Value4,Value24,Value3
case-4144,T05 Print and send confirmation of receipt - complete,Value15,2010/12/15 14:11:41.002,Value1,Value1,Value4,Value24,Value3
case-10196,Confirmation of receipt - complete,Value18,2011/11/07 08:53:41.967,Value1,Value1,Value2,Value17,Value3
case-10196,T02 Check confirmation of receipt - complete,Value18,2011/11/07 08:59:27.936,Value1,Value1,Value2,Value17,Value2
case-10196,T04 Determine confirmation of receipt - complete,Value18,2011/11/07 08:59:55.396,Value1,Value1,Value2,Value17,Value4
case-10196,T05 Print and send confirmation of receipt - complete,Value18,2011/11/07 09:00:26.195,Value1,Value1,Value2,Value17,Value5
case-10196,T06 Determine necessity of stop advice - complete,Value18,2011/11/07 09:03:53.415,Value1,Value1,Value2,Value17,Value1
case-10196,T10 Determine necessity to stop indication - complete,Value18,2011/11/07 09:04:19.919,Value1,Value1,Value2,Value17,Value1
case-8425,Confirmation of receipt - complete,Value14,2011/08/29 09:03:12.499,Value1,Value1,Value2,Value14,Value3
case-8425,T02 Check confirmation of receipt - complete,Value14,2011/08/29 09:07:19.010,Value1,Value1,Value2,Value14,Value2
case-8425,T04 Determine confirmation of receipt - complete,Value14,2011/08/29 09:22:43.054,Value1,Value1,Value2,Value14,Value4
case-8425,T05 Print and send confirmation of receipt - complete,Value14,2011/08/29 09:23:20.345,Value1,Value1,Value2,Value14,Value5
case-8425,T06 Determine necessity of stop advice - complete,Value14,2011/08/29 09:24:23.319,Value1,Value1,Value2,Value14,Value1
case-8425,T10 Determine necessity to stop indication - complete,Value14,2011/08/29 09:24:56.983,Value1,Value1,Value2,Value14,Value1
case-4598,Confirmation of receipt - complete,Value34,2010/12/10 14:42:47.518,Value1,Value1,Value4,Value27,Value3
case-4598,T02 Check confirmation of receipt - complete,Value34,2010/12/10 14:44:09.214,Value1,Value1,Value4,Value27,Value3
case-4598,T04 Determine confirmation of receipt - complete,Value34,2010/12/10 14:45:04.207,Value1,Value1,Value4,Value27,Value3
case-4598,T05 Print and send confirmation of receipt - complete,Value34,2010/12/10 14:45:54.662,Value1,Value1,Value4,Value27,Value3
case-4598,T06 Determine necessity of stop advice - complete,Value34,2010/12/10 14:46:56.741,Value1,Value1,Value4,Value27,Value1
case-4598,T10 Determine necessity to stop indication - complete,Value34,2010/12/10 14:48:00.370,Value1,Value1,Value4,Value27,Value1
case-11053,Confirmation of receipt - complete,Value13,2012/01/17 08:38:18.138,Value1,Value1,Value2,Value12,Value3
case-11053,T02 Check confirmation of receipt - complete,Value13,2012/01/17 08:38:52.371,Value1,Value1,Value2,Value12,Value2
case-11053,T06 Determine necessity of stop advice - complete,Value13,2012/01/17 08:39:32.646,Value1,Value1,Value2,Value12,Value1
case-11053,T04 Determine confirmation of receipt - complete,Value13,2012/01/17 08:40:36.442,Value1,Value1,Value2,Value12,Value4
case-11053,T05 Print and send confirmation of receipt - complete,Value13,2012/01/17 08:42:11.053,Value1,Value1,Value2,Value12,Value5
case-11053,T10 Determine necessity to stop indication - complete,Value13,2012/01/17 08:44:59.677,Value1,Value1,Value2,Value12,Value1
case-6739,Confirmation of receipt - complete,Value15,2011/04/19 13:57:25.855,Value1,Value1,Value4,Value3,Value3
case-6739,T02 Check confirmation of receipt - complete,Value15,2011/04/19 13:57:44.716,Value1,Value1,Value4,Value3,Value2
case-6739,T04 Determine confirmation of receipt - complete,Value15,2011/04/19 13:57:58.222,Value1,Value1,Value4,Value3,Value4
case-6739,T05 Print and send confirmation of receipt - complete,Value15,2011/04/19 13:58:09.259,Value1,Value1,Value4,Value3,Value5
case-6739,T06 Determine necessity of stop advice - complete,Value15,2011/04/19 14:00:16.714,Value1,Value1,Value4,Value3,Value1
case-6739,T10 Determine necessity to stop indication - complete,Value15,2011/04/19 14:02:57.204,Value1,Value1,Value4,Value3,Value1
case-10059,Confirmation of receipt - complete,Value6,2011/10/17 15:31:27.570,Value1,Value1,Value2,Value4,Value3
case-10059,T02 Check confirmation of receipt - complete,Value6,2011/10/17 15:31:51.615,Value1,Value1,Value2,Value4,Value2
case-10059,T04 Determine confirmation of receipt - complete,Value6,2011/10/17 15:32:34.591,Value1,Value1,Value2,Value4,Value4
case-10059,T05 Print and send confirmation of receipt - complete,Value6,2011/10/17 15:33:42.796,Value1,Value1,Value2,Value4,Value5
case-10059,T06 Determine necessity of stop advice - complete,Value6,2011/10/17 15:34:25.518,Value1,Value1,Value2,Value4,Value1
case-10059,T10 Determine necessity to stop indication - complete,Value6,2011/10/17 15:41:19.472,Value1,Value1,Value2,Value4,Value1
case-8842,Confirmation of receipt - complete,Value15,2011/08/04 10:20:33.171,Value1,Value1,Value3,Value3,Value3
case-8842,T02 Check confirmation of receipt - complete,Value15,2011/08/04 10:20:56.365,Value1,Value1,Value3,Value3,Value2
case-8842,T04 Determine confirmation of receipt - complete,Value15,2011/08/04 10:21:15.634,Value1,Value1,Value3,Value3,Value4
case-8842,T05 Print and send confirmation of receipt - complete,Value15,2011/08/04 10:21:37.453,Value1,Value1,Value3,Value3,Value5
case-8842,T06 Determine necessity of stop advice - complete,Value15,2011/08/04 10:21:52.096,Value1,Value1,Value3,Value3,Value1
case-8842,T10 Determine necessity to stop indication - complete,Value15,2011/08/04 10:22:31.296,Value1,Value1,Value3,Value3,Value1
case-10223,Confirmation of receipt - complete,Value5,2011/11/08 09:18:47.312,Value1,Value1,Value3,Value3,Value3
case-10223,T02 Check confirmation of receipt - complete,Value5,2011/11/08 09:20:22.751,Value1,Value1,Value3,Value3,Value2
case-10223,T04 Determine confirmation of receipt - complete,Value5,2011/11/08 09:20:41.418,Value1,Value1,Value3,Value3,Value4
case-10223,T05 Print and send confirmation of receipt - complete,Value5,2011/11/08 09:20:56.808,Value1,Value1,Value3,Value3,Value5
case-10223,T06 Determine necessity of stop advice - complete,Value5,2011/11/08 09:21:16.142,Value1,Value1,Value3,Value3,Value1
case-10223,T10 Determine necessity to stop indication - complete,Value5,2011/11/08 09:21:43.487,Value1,Value1,Value3,Value3,Value1
case-4063,Confirmation of receipt - complete,Value30,2010/11/04 10:42:56.993,Value4,Value1,Value4,Value3,Value3
case-4063,T06 Determine necessity of stop advice - complete,Value30,2010/11/04 10:44:29.599,Value4,Value1,Value4,Value3,Value1
case-4063,T10 Determine necessity to stop indication - complete,Value30,2010/11/04 10:45:04.398,Value4,Value1,Value4,Value3,Value1
case-4063,T02 Check confirmation of receipt - complete,Value31,2010/11/04 11:24:06.515,Value4,Value1,Value4,Value3,Value3
case-4063,T04 Determine confirmation of receipt - complete,Value31,2010/11/04 11:30:38.645,Value4,Value1,Value4,Value3,Value3
case-4063,T05 Print and send confirmation of receipt - complete,Value21,2010/11/04 13:38:23.965,Value4,Value1,Value4,Value3,Value3
case-6542,Confirmation of receipt - complete,Value15,2011/03/24 13:17:07.257,Value2,Value1,Value4,Value3,Value3
case-6542,T02 Check confirmation of receipt - complete,Value15,2011/03/24 13:17:27.079,Value2,Value1,Value4,Value3,Value2
case-6542,T04 Determine confirmation of receipt - complete,Value15,2011/03/24 13:17:46.211,Value2,Value1,Value4,Value3,Value4
case-6542,T05 Print and send confirmation of receipt - complete,Value15,2011/03/24 13:18:15.340,Value2,Value1,Value4,Value3,Value5
case-6542,T06 Determine necessity of stop advice - complete,Value15,2011/04/13 14:30:33.753,Value2,Value1,Value4,Value3,Value1
case-6542,T10 Determine necessity to stop indication - complete,Value15,2011/04/13 14:31:45.074,Value2,Value1,Value4,Value3,Value1
case-10675,Confirmation of receipt - complete,Value17,2011/12/23 14:36:26.442,Value1,Value1,Value2,Value16,Value3
case-10675,T06 Determine necessity of stop advice - complete,Value17,2011/12/23 14:38:23.853,Value1,Value1,Value2,Value16,Value1
case-10675,T10 Determine necessity to stop indication - complete,Value17,2011/12/23 14:39:08.074,Value1,Value1,Value2,Value16,Value1
case-7320,Confirmation of receipt - complete,Value11,2011/05/10 14:19:08.002,Value1,Value1,Value4,Value13,Value3
case-7320,T02 Check confirmation of receipt - complete,Value11,2011/05/10 14:21:57.096,Value1,Value1,Value4,Value13,Value2
case-7320,T04 Determine confirmation of receipt - complete,Value11,2011/05/10 14:53:10.645,Value1,Value1,Value4,Value13,Value4
case-7320,T05 Print and send confirmation of receipt - complete,Value11,2011/05/10 14:54:55.471,Value1,Value1,Value4,Value13,Value5
case-7320,T06 Determine necessity of stop advice - complete,Value11,2011/05/10 15:16:16.005,Value1,Value1,Value4,Value13,Value1
case-7320,T10 Determine necessity to stop indication - complete,Value11,2011/05/10 15:52:07.240,Value1,Value1,Value4,Value13,Value1
case-3983,Confirmation of receipt - complete,Value6,2010/11/25 08:59:33.164,Value1,Value1,Value4,Value4,Value1
case-3983,T02 Check confirmation of receipt - complete,Value24,2010/11/25 09:01:56.987,Value1,Value1,Value4,Value4,Value3
case-3983,T03 Adjust confirmation of receipt - complete,Value6,2010/11/25 09:07:20.020,Value1,Value1,Value4,Value4,Value1
case-3983,T02 Check confirmation of receipt - complete,Value6,2010/11/25 09:07:47.085,Value1,Value1,Value4,Value4,Value2
case-3983,T04 Determine confirmation of receipt - complete,Value6,2010/11/25 09:08:09.843,Value1,Value1,Value4,Value4,Value4
case-3983,T06 Determine necessity of stop advice - complete,Value6,2010/11/25 09:08:35.547,Value1,Value1,Value4,Value4,Value1
case-3983,T10 Determine necessity to stop indication - complete,Value6,2010/11/25 09:08:59.165,Value1,Value1,Value4,Value4,Value1
case-3983,T05 Print and send confirmation of receipt - complete,Value12,2010/11/30 09:31:08.264,Value1,Value1,Value4,Value4,Value5
case-8083,Confirmation of receipt - complete,Value20,2011/07/05 14:12:57.409,Value1,Value1,Value3,Value3,Value3
case-8083,T02 Check confirmation of receipt - complete,Value20,2011/07/05 14:13:24.016,Value1,Value1,Value3,Value3,Value2
case-8083,T04 Determine confirmation of receipt - complete,Value20,2011/07/05 14:13:56.984,Value1,Value1,Value3,Value3,Value4
case-8083,T05 Print and send confirmation of receipt - complete,Value20,2011/07/05 14:14:18.480,Value1,Value1,Value3,Value3,Value5
case-8083,T06 Determine necessity of stop advice - complete,Value20,2011/07/05 14:14:39.156,Value1,Value1,Value3,Value3,Value1
case-8083,T10 Determine necessity to stop indication - complete,Value20,2011/07/05 14:15:03.558,Value1,Value1,Value3,Value3,Value1
case-7349,Confirmation of receipt - complete,Value32,2011/05/10 10:42:12.520,Value1,Value1,Value4,Value28,Value1
case-7349,T02 Check confirmation of receipt - complete,Value32,2011/05/10 10:42:29.658,Value1,Value1,Value4,Value28,Value2
case-7349,T04 Determine confirmation of receipt - complete,Value32,2011/05/10 10:42:42.497,Value1,Value1,Value4,Value28,Value4
case-7349,T06 Determine necessity of stop advice - complete,Value32,2011/05/10 10:42:56.639,Value1,Value1,Value4,Value28,Value1
case-7349,T10 Determine necessity to stop indication - complete,Value32,2011/05/10 10:43:16.934,Value1,Value1,Value4,Value28,Value1
case-7349,T05 Print and send confirmation of receipt - complete,Value12,2011/05/11 12:20:10.993,Value1,Value1,Value4,Value28,Value5
case-8105,Confirmation of receipt - complete,Value14,2011/07/21 11:06:02.203,Value1,Value1,Value2,Value14,Value3
case-8105,T02 Check confirmation of receipt - complete,Value14,2011/07/21 11:19:35.542,Value1,Value1,Value2,Value14,Value2
case-8105,T04 Determine confirmation of receipt - complete,Value14,2011/07/21 11:20:37.912,Value1,Value1,Value2,Value14,Value4
case-8105,T05 Print and send confirmation of receipt - complete,Value14,2011/07/21 11:21:55.470,Value1,Value1,Value2,Value14,Value5
case-8105,T06 Determine necessity of stop advice - complete,Value14,2011/07/21 11:22:40.287,Value1,Value1,Value2,Value14,Value1
case-8105,T10 Determine necessity to stop indication - complete,Value14,2011/07/21 11:34:35.458,Value1,Value1,Value2,Value14,Value1
case-8504,Confirmation of receipt - complete,Value14,2011/09/26 12:38:48.188,Value1,Value1,Value2,Value14,Value3
case-8504,T02 Check confirmation of receipt - complete,Value14,2011/09/26 12:39:15.033,Value1,Value1,Value2,Value14,Value2
case-8504,T04 Determine confirmation of receipt - complete,Value14,2011/09/26 12:39:44.674,Value1,Value1,Value2,Value14,Value4
case-8504,T05 Print and send confirmation of receipt - complete,Value14,2011/09/26 12:40:08.451,Value1,Value1,Value2,Value14,Value5
case-8504,T06 Determine necessity of stop advice - complete,Value14,2011/09/26 12:41:18.891,Value1,Value1,Value2,Value14,Value1
case-8504,T10 Determine necessity to stop indication - complete,Value14,2011/09/26 12:41:40.851,Value1,Value1,Value2,Value14,Value1
case-7956,Confirmation of receipt - complete,Value14,2011/07/12 09:52:19.528,Value1,Value1,Value4,Value14,Value3
case-7956,T02 Check confirmation of receipt - complete,Value14,2011/07/12 09:53:01.309,Value1,Value1,Value4,Value14,Value2
case-7956,T04 Determine confirmation of receipt - complete,Value14,2011/07/12 09:53:25.523,Value1,Value1,Value4,Value14,Value4
case-7956,T05 Print and send confirmation of receipt - complete,Value14,2011/07/12 09:54:02.424,Value1,Value1,Value4,Value14,Value5
case-7956,T06 Determine necessity of stop advice - complete,Value14,2011/07/12 09:54:41.147,Value1,Value1,Value4,Value14,Value1
case-7956,T10 Determine necessity to stop indication - complete,Value14,2011/07/12 09:55:46.407,Value1,Value1,Value4,Value14,Value1
case-5036,Confirmation of receipt - complete,Value11,2011/01/13 10:23:04.049,Value1,Value1,Value4,Value13,Value3
case-5036,T02 Check confirmation of receipt - complete,Value11,2011/01/13 10:23:53.689,Value1,Value1,Value4,Value13,Value2
case-5036,T06 Determine necessity of stop advice - complete,Value11,2011/01/13 10:56:43.766,Value1,Value1,Value4,Value13,Value1
case-5036,T10 Determine necessity to stop indication - complete,Value11,2011/01/13 10:57:02.562,Value1,Value1,Value4,Value13,Value1
case-5036,T04 Determine confirmation of receipt - complete,Value2,2011/01/13 11:06:13.687,Value1,Value1,Value4,Value13,Value4
case-5036,T05 Print and send confirmation of receipt - complete,Value12,2011/01/18 09:39:28.814,Value1,Value1,Value4,Value13,Value5
case-6113,Confirmation of receipt - complete,Value14,2011/03/03 11:03:56.100,Value1,Value1,Value4,Value14,Value3
case-6113,T02 Check confirmation of receipt - complete,Value14,2011/03/07 08:18:34.373,Value1,Value1,Value4,Value14,Value3
case-6113,T04 Determine confirmation of receipt - complete,Value2,2011/03/07 16:29:43.657,Value1,Value1,Value4,Value14,Value4
case-6113,T05 Print and send confirmation of receipt - complete,Value12,2011/03/08 10:28:34.433,Value1,Value1,Value4,Value14,Value5
case-6113,T06 Determine necessity of stop advice - complete,Value14,2011/03/14 09:47:49.474,Value1,Value1,Value4,Value14,Value1
case-6113,T10 Determine necessity to stop indication - complete,Value14,2011/03/14 09:48:28.694,Value1,Value1,Value4,Value14,Value1
case-7569,Confirmation of receipt - complete,Value14,2011/06/06 09:00:20.128,Value1,Value1,Value4,Value14,Value3
case-7569,T06 Determine necessity of stop advice - complete,Value14,2011/06/06 09:01:10.436,Value1,Value1,Value4,Value14,Value1
case-7569,T10 Determine necessity to stop indication - complete,Value14,2011/06/06 09:49:11.050,Value1,Value1,Value4,Value14,Value1
case-7569,T02 Check confirmation of receipt - complete,Value14,2011/06/06 10:28:13.678,Value1,Value1,Value4,Value14,Value2
case-7569,T04 Determine confirmation of receipt - complete,Value14,2011/06/06 10:28:36.647,Value1,Value1,Value4,Value14,Value4
case-7569,T05 Print and send confirmation of receipt - complete,Value14,2011/06/06 10:29:20.577,Value1,Value1,Value4,Value14,Value5
case-4602,Confirmation of receipt - complete,Value33,2010/12/09 16:13:14.649,Value1,Value1,Value4,Value26,Value3
case-4602,T06 Determine necessity of stop advice - complete,Value33,2010/12/09 16:13:53.468,Value1,Value1,Value4,Value26,Value1
case-4602,T10 Determine necessity to stop indication - complete,Value33,2010/12/09 16:14:07.565,Value1,Value1,Value4,Value26,Value1
case-4602,T02 Check confirmation of receipt - complete,Value24,2010/12/10 14:29:28.270,Value1,Value1,Value4,Value26,Value3
case-4602,T04 Determine confirmation of receipt - complete,Value2,2010/12/10 16:13:27.991,Value1,Value1,Value4,Value26,Value4
case-4602,T05 Print and send confirmation of receipt - complete,Value12,2010/12/14 08:30:14.495,Value1,Value1,Value4,Value26,Value5
case-8959,Confirmation of receipt - complete,Value15,2011/08/10 14:16:59.274,Value1,Value1,Value3,Value3,Value1
case-8959,T02 Check confirmation of receipt - complete,Value15,2011/08/10 14:17:22.152,Value1,Value1,Value3,Value3,Value2
case-8959,T04 Determine confirmation of receipt - complete,Value15,2011/08/10 14:17:50.313,Value1,Value1,Value3,Value3,Value4
case-8959,T05 Print and send confirmation of receipt - complete,Value15,2011/08/10 14:18:35.008,Value1,Value1,Value3,Value3,Value5
case-8959,T06 Determine necessity of stop advice - complete,Value15,2011/08/10 14:19:30.470,Value1,Value1,Value3,Value3,Value1
case-8959,T10 Determine necessity to stop indication - complete,Value15,2011/08/10 14:19:57.555,Value1,Value1,Value3,Value3,Value1
case-6140,Confirmation of receipt - complete,Value33,2011/02/24 12:35:09.094,Value1,Value1,Value4,Value26,Value3
case-6140,T02 Check confirmation of receipt - complete,Value33,2011/02/24 12:35:49.090,Value1,Value1,Value4,Value26,Value3
case-6140,T06 Determine necessity of stop advice - complete,Value33,2011/02/24 12:39:14.121,Value1,Value1,Value4,Value26,Value1
case-6140,T10 Determine necessity to stop indication - complete,Value33,2011/02/24 12:39:34.497,Value1,Value1,Value4,Value26,Value1
case-6140,T04 Determine confirmation of receipt - complete,Value2,2011/02/28 12:07:06.216,Value1,Value1,Value4,Value26,Value4
case-6140,T05 Print and send confirmation of receipt - complete,Value12,2011/03/01 09:56:49.573,Value1,Value1,Value4,Value26,Value5
case-10853,Confirmation of receipt - complete,Value9,2012/01/06 16:54:34.620,Value1,Value1,Value1,Value10,Value3
case-10853,T02 Check confirmation of receipt - complete,Value9,2012/01/06 16:55:03.629,Value1,Value1,Value1,Value10,Value2
case-10853,T04 Determine confirmation of receipt - complete,Value9,2012/01/06 16:55:29.771,Value1,Value1,Value1,Value10,Value4
case-10853,T05 Print and send confirmation of receipt - complete,Value9,2012/01/06 16:55:55.212,Value1,Value1,Value1,Value10,Value5
case-10853,T06 Determine necessity of stop advice - complete,Value9,2012/01/09 09:03:39.027,Value1,Value1,Value1,Value10,Value1
case-10853,T10 Determine necessity to stop indication - complete,Value9,2012/01/09 09:04:19.401,Value1,Value1,Value1,Value10,Value1
case-8663,Confirmation of receipt - complete,Value21,2011/07/19 08:40:38.469,Value1,Value1,Value2,Value7,Value1
